step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
120,'C1385354747','4','M','28007','M1823072687','28007','es_transportation',9.92,0
120,'C1714676783','3','M','28007','M1823072687','28007','es_transportation',23.82,0
120,'C2136169439','5','M','28007','M1823072687','28007','es_transportation',27.53,0
120,'C725094717','3','F','28007','M348934600','28007','es_transportation',45.29,0
120,'C648063518','3','M','28007','M348934600','28007','es_transportation',24.18,0
120,'C81568098','2','F','28007','M1823072687','28007','es_transportation',24.77,0
120,'C1804573810','2','F','28007','M1823072687','28007','es_transportation',1.49,0
120,'C278676105','3','F','28007','M1823072687','28007','es_transportation',49.52,0
120,'C2033826237','4','M','28007','M1823072687','28007','es_transportation',53.64,0
120,'C55178455','3','M','28007','M732195782','28007','es_travel',3422.96,1
120,'C1045214627','2','F','28007','M1823072687','28007','es_transportation',34.28,0
120,'C1564253251','2','F','28007','M1053599405','28007','es_health',48.89,0
120,'C1799882713','1','F','28007','M1823072687','28007','es_transportation',10.61,0
120,'C751786199','6','M','28007','M348934600','28007','es_transportation',23.01,0
120,'C1980302296','1','F','28007','M1823072687','28007','es_transportation',2.77,0
120,'C805469502','3','M','28007','M1823072687','28007','es_transportation',66.25,0
120,'C1847111025','3','M','28007','M85975013','28007','es_food',4.22,0
120,'C1562537029','5','F','28007','M1823072687','28007','es_transportation',35.45,0
120,'C507179979','2','F','28007','M1823072687','28007','es_transportation',8.6,0
120,'C545840720','2','F','28007','M1823072687','28007','es_transportation',31.94,0
120,'C1187730955','3','M','28007','M348934600','28007','es_transportation',30.95,0
120,'C1723242462','5','M','28007','M1823072687','28007','es_transportation',36.11,0
120,'C409331076','4','M','28007','M1823072687','28007','es_transportation',47.39,0
120,'C1502465707','4','F','28007','M348934600','28007','es_transportation',31.99,0
120,'C1268275182','1','M','28007','M1823072687','28007','es_transportation',49.41,0
120,'C660232446','4','F','28007','M348934600','28007','es_transportation',55.99,0
120,'C346428597','3','M','28007','M1053599405','28007','es_health',5.92,0
120,'C312053639','3','M','28007','M1823072687','28007','es_transportation',29.38,0
120,'C2110532720','3','F','28007','M348934600','28007','es_transportation',63.72,0
120,'C896894357','3','M','28007','M840466850','28007','es_tech',123.52,0
120,'C1860405125','1','F','28007','M1823072687','28007','es_transportation',25.92,0
120,'C1139909458','3','F','28007','M1823072687','28007','es_transportation',35.6,0
120,'C777863522','5','F','28007','M1823072687','28007','es_transportation',23.2,0
120,'C1053477622','2','M','28007','M1823072687','28007','es_transportation',58.37,0
120,'C1355357191','3','F','28007','M17379832','28007','es_sportsandtoys',123.08,0
120,'C732771224','4','F','28007','M1053599405','28007','es_health',14.38,0
120,'C1918935856','4','M','28007','M1053599405','28007','es_health',133.62,0
120,'C1415704373','3','F','28007','M348934600','28007','es_transportation',20.83,0
120,'C1283110336','1','M','28007','M348934600','28007','es_transportation',13.96,0
120,'C270217031','3','F','28007','M1823072687','28007','es_transportation',8.01,0
120,'C230958403','2','M','28007','M348934600','28007','es_transportation',26.52,0
120,'C1321650743','3','M','28007','M1823072687','28007','es_transportation',41.58,0
120,'C465037281','4','F','28007','M209847108','28007','es_wellnessandbeauty',84.64,0
120,'C1282628311','2','F','28007','M348934600','28007','es_transportation',13.32,0
120,'C1947369699','5','F','28007','M1823072687','28007','es_transportation',5.29,0
120,'C1775611696','1','F','28007','M348934600','28007','es_transportation',72.14,0
120,'C1922157108','2','F','28007','M1823072687','28007','es_transportation',49.48,0
120,'C1763342131','2','F','28007','M1823072687','28007','es_transportation',23.25,0
120,'C1149893807','1','F','28007','M1823072687','28007','es_transportation',66.66,0
120,'C1166683343','2','F','28007','M1823072687','28007','es_transportation',15.02,0
120,'C1882290962','2','F','28007','M1823072687','28007','es_transportation',4.6,0
120,'C1356412685','5','M','28007','M1823072687','28007','es_transportation',7.09,0
120,'C1690988973','1','F','28007','M1823072687','28007','es_transportation',0.47,0
120,'C2116616608','4','F','28007','M1823072687','28007','es_transportation',64.69,0
120,'C1539370210','3','M','28007','M1823072687','28007','es_transportation',46.85,0
120,'C1568308501','3','M','28007','M1823072687','28007','es_transportation',9.57,0
120,'C20027851','1','F','28007','M1823072687','28007','es_transportation',33.76,0
120,'C1402381285','4','F','28007','M85975013','28007','es_food',39.86,0
120,'C102256008','3','M','28007','M85975013','28007','es_food',46.32,0
120,'C968819483','3','F','28007','M1823072687','28007','es_transportation',5.79,0
120,'C531724764','4','F','28007','M1823072687','28007','es_transportation',24.69,0
120,'C592765908','2','F','28007','M348934600','28007','es_transportation',7.25,0
121,'C337165520','2','F','28007','M1823072687','28007','es_transportation',35.1,0
121,'C762865358','3','F','28007','M348934600','28007','es_transportation',28.54,0
121,'C16613795','2','F','28007','M1823072687','28007','es_transportation',71.04,0
121,'C1221114448','1','F','28007','M1823072687','28007','es_transportation',54.1,0
121,'C1412753123','3','F','28007','M1823072687','28007','es_transportation',51.71,0
121,'C461669469','6','F','28007','M349281107','28007','es_fashion',21.1,0
121,'C1283534588','3','M','28007','M1823072687','28007','es_transportation',4.43,0
121,'C576358551','6','M','28007','M1823072687','28007','es_transportation',3.7,0
121,'C20274793','3','F','28007','M348934600','28007','es_transportation',59.26,0
121,'C1610565169','4','M','28007','M1823072687','28007','es_transportation',22.13,0
121,'C1645276019','2','M','28007','M1823072687','28007','es_transportation',30.68,0
121,'C1999699557','3','F','28007','M1913465890','28007','es_health',91.22,0
121,'C700940580','1','F','28007','M348934600','28007','es_transportation',0.18,0
121,'C1510459992','3','M','28007','M1823072687','28007','es_transportation',47.67,0
121,'C1580955370','2','M','28007','M348934600','28007','es_transportation',27.32,0
121,'C430171917','2','M','28007','M85975013','28007','es_food',32.43,0
121,'C440111595','2','F','28007','M85975013','28007','es_food',76.22,0
121,'C1231572628','3','F','28007','M348934600','28007','es_transportation',23.77,0
121,'C1798653291','5','M','28007','M1823072687','28007','es_transportation',15.19,0
121,'C1097812196','6','M','28007','M348934600','28007','es_transportation',1.79,0
121,'C1038329920','1','F','28007','M1946091778','28007','es_wellnessandbeauty',55.97,0
121,'C737765767','2','F','28007','M348934600','28007','es_transportation',25.52,0
121,'C2083017854','3','F','28007','M1649169323','28007','es_sportsandtoys',49.21,0
121,'C1242686524','2','M','28007','M1053599405','28007','es_health',3.42,0
121,'C2006367089','6','F','28007','M1823072687','28007','es_transportation',4.94,0
121,'C1067668919','2','F','28007','M348934600','28007','es_transportation',5.12,0
121,'C582022575','3','M','28007','M1823072687','28007','es_transportation',33.75,0
121,'C3977999','3','M','28007','M209847108','28007','es_wellnessandbeauty',78.33,0
121,'C107125195','1','M','28007','M85975013','28007','es_food',15.29,0
121,'C157427068','1','M','28007','M1823072687','28007','es_transportation',64.39,0
121,'C1871594117','1','M','28007','M1823072687','28007','es_transportation',40.83,0
121,'C1487982242','2','F','28007','M1823072687','28007','es_transportation',32.38,0
121,'C1771706228','4','F','28007','M1823072687','28007','es_transportation',30.73,0
121,'C1290093162','2','F','28007','M1823072687','28007','es_transportation',13.7,0
121,'C1255149927','2','M','28007','M1823072687','28007','es_transportation',15.42,0
121,'C1477378413','3','M','28007','M1888755466','28007','es_otherservices',8.4,0
121,'C1450562088','4','F','28007','M1842530320','28007','es_tech',47.93,0
121,'C1425441042','2','M','28007','M348934600','28007','es_transportation',21.03,0
121,'C1420354861','2','F','28007','M349281107','28007','es_fashion',53.78,0
121,'C265405940','2','F','28007','M1823072687','28007','es_transportation',81.81,0
121,'C1928637369','3','F','28007','M1823072687','28007','es_transportation',53.43,0
121,'C1546820736','2','M','28007','M1823072687','28007','es_transportation',20.08,0
121,'C1744581762','3','F','28007','M85975013','28007','es_food',9.35,0
121,'C59433821','4','M','28007','M1823072687','28007','es_transportation',23.41,0
121,'C2064655298','4','F','28007','M85975013','28007','es_food',71.34,0
121,'C1134994937','5','M','28007','M1823072687','28007','es_transportation',53.99,0
121,'C817389751','5','F','28007','M1823072687','28007','es_transportation',17.21,0
121,'C1780824451','5','M','28007','M1823072687','28007','es_transportation',20.15,0
121,'C420340345','3','M','28007','M348934600','28007','es_transportation',36.5,0
121,'C483912131','2','F','28007','M732195782','28007','es_travel',785.86,1
121,'C709211172','4','F','28007','M1823072687','28007','es_transportation',11.87,0
121,'C1921248691','0','F','28007','M1823072687','28007','es_transportation',62.75,0
121,'C530747890','4','F','28007','M348934600','28007','es_transportation',30.33,0
121,'C367433559','2','M','28007','M1946091778','28007','es_wellnessandbeauty',128.78,0
121,'C1376256048','3','M','28007','M348934600','28007','es_transportation',12.07,0
121,'C172707110','3','F','28007','M1823072687','28007','es_transportation',60.03,0
121,'C1495486273','5','M','28007','M1823072687','28007','es_transportation',17.08,0
121,'C526635102','2','M','28007','M1823072687','28007','es_transportation',19.81,0
121,'C53497422','3','M','28007','M1823072687','28007','es_transportation',19.6,0
121,'C1249070059','2','M','28007','M348934600','28007','es_transportation',26.09,0
121,'C1130847219','4','M','28007','M1823072687','28007','es_transportation',21.22,0
121,'C260840933','2','M','28007','M1823072687','28007','es_transportation',19.55,0
121,'C682814633','2','F','28007','M85975013','28007','es_food',9.37,0
121,'C276623362','4','M','28007','M1823072687','28007','es_transportation',53.24,0
121,'C181787207','3','M','28007','M1053599405','28007','es_health',40.21,0
121,'C1259046770','4','F','28007','M1823072687','28007','es_transportation',47.09,0
121,'C1604376835','1','F','28007','M1823072687','28007','es_transportation',14.9,0
121,'C2062758473','2','F','28007','M677738360','28007','es_contents',3.09,0
121,'C1193582671','3','F','28007','M348934600','28007','es_transportation',12.17,0
121,'C1651395634','5','M','28007','M1823072687','28007','es_transportation',7.79,0
121,'C1340398290','4','M','28007','M1823072687','28007','es_transportation',4.69,0
121,'C2117326082','4','M','28007','M348934600','28007','es_transportation',35.51,0
121,'C598452144','3','M','28007','M1823072687','28007','es_transportation',23.44,0
121,'C784763814','5','F','28007','M348934600','28007','es_transportation',20.33,0
121,'C272748313','4','M','28007','M1823072687','28007','es_transportation',33.41,0
121,'C1641760998','5','F','28007','M1823072687','28007','es_transportation',6.21,0
121,'C572958608','2','M','28007','M1823072687','28007','es_transportation',43.76,0
121,'C318717540','4','M','28007','M1823072687','28007','es_transportation',17.04,0
121,'C1078619612','6','F','28007','M1788569036','28007','es_sportsandtoys',320.39,0
121,'C448612141','3','M','28007','M1823072687','28007','es_transportation',19.69,0
121,'C2144163136','1','F','28007','M1823072687','28007','es_transportation',21.68,0
121,'C563130428','3','M','28007','M1823072687','28007','es_transportation',39.97,0
121,'C1931900243','5','F','28007','M1823072687','28007','es_transportation',39.9,0
121,'C608244416','1','F','28007','M1823072687','28007','es_transportation',1.14,0
121,'C352261908','6','M','28007','M1823072687','28007','es_transportation',9.06,0
121,'C2083329818','2','F','28007','M1823072687','28007','es_transportation',22.25,0
121,'C1095087737','3','F','28007','M348934600','28007','es_transportation',10.55,0
121,'C630302845','3','F','28007','M348934600','28007','es_transportation',11.65,0
121,'C1877622224','2','M','28007','M1823072687','28007','es_transportation',27.84,0
121,'C870367228','4','M','28007','M348934600','28007','es_transportation',57.23,0
121,'C517412999','5','M','28007','M1823072687','28007','es_transportation',22.13,0
121,'C1101213728','2','M','28007','M1823072687','28007','es_transportation',21.37,0
121,'C840928568','1','M','28007','M348934600','28007','es_transportation',24.57,0
121,'C274026379','0','F','28007','M1823072687','28007','es_transportation',51.65,0
121,'C437189630','4','F','28007','M348934600','28007','es_transportation',18.17,0
121,'C1374336520','2','M','28007','M1823072687','28007','es_transportation',13.31,0
121,'C2129964241','2','M','28007','M1823072687','28007','es_transportation',23.7,0
121,'C1998442183','3','F','28007','M1823072687','28007','es_transportation',11.15,0
121,'C1303695653','2','M','28007','M348934600','28007','es_transportation',16.67,0
121,'C528985379','3','F','28007','M1823072687','28007','es_transportation',18.93,0
121,'C586830923','4','M','28007','M1823072687','28007','es_transportation',9.62,0
121,'C1190687128','5','M','28007','M1649169323','28007','es_sportsandtoys',9.77,0
121,'C1424007721','4','F','28007','M1823072687','28007','es_transportation',29.14,0
121,'C1780201239','1','M','28007','M151143676','28007','es_barsandrestaurants',69.6,0
121,'C1309027409','3','M','28007','M85975013','28007','es_food',40.43,0
121,'C1600873622','4','F','28007','M1823072687','28007','es_transportation',60.88,0
121,'C1879341237','4','M','28007','M1823072687','28007','es_transportation',31.83,0
121,'C662931726','2','F','28007','M1946091778','28007','es_wellnessandbeauty',15.22,0
121,'C2059136665','2','M','28007','M1823072687','28007','es_transportation',18.47,0
121,'C338456981','3','M','28007','M348934600','28007','es_transportation',2.78,0
121,'C1585648581','4','F','28007','M1823072687','28007','es_transportation',30.98,0
121,'C1273885837','5','F','28007','M1823072687','28007','es_transportation',26.54,0
121,'C915430510','2','F','28007','M348934600','28007','es_transportation',41.91,0
121,'C2005372528','6','M','28007','M1823072687','28007','es_transportation',8.23,0
121,'C23992005','3','M','28007','M348934600','28007','es_transportation',27.99,0
122,'C975211427','2','M','28007','M1823072687','28007','es_transportation',5.18,0
122,'C1229114783','3','F','28007','M1823072687','28007','es_transportation',37.1,0
122,'C138375181','5','F','28007','M1823072687','28007','es_transportation',38.41,0
122,'C2140473917','3','F','28007','M1823072687','28007','es_transportation',43.7,0
122,'C1887082660','2','M','28007','M1823072687','28007','es_transportation',30.36,0
122,'C268686998','3','M','28007','M1823072687','28007','es_transportation',26.88,0
122,'C2013867948','3','M','28007','M348934600','28007','es_transportation',22.39,0
122,'C1581709798','2','M','28007','M348934600','28007','es_transportation',41.71,0
122,'C1084001812','2','M','28007','M480139044','28007','es_health',64.45,0
122,'C257361511','4','M','28007','M1823072687','28007','es_transportation',4.04,0
122,'C1309403692','3','F','28007','M1823072687','28007','es_transportation',21.51,0
122,'C1577880868','2','F','28007','M1823072687','28007','es_transportation',23.13,0
122,'C1920284556','2','F','28007','M1823072687','28007','es_transportation',2.88,0
122,'C2126563017','3','F','28007','M348934600','28007','es_transportation',33.47,0
122,'C1788210321','2','F','28007','M348934600','28007','es_transportation',39.46,0
122,'C652364872','3','F','28007','M1823072687','28007','es_transportation',25.28,0
122,'C1160118068','2','M','28007','M1823072687','28007','es_transportation',5.09,0
122,'C2132909556','2','M','28007','M348934600','28007','es_transportation',3.14,0
122,'C1901064095','2','F','28007','M1823072687','28007','es_transportation',13.24,0
122,'C1969886762','4','M','28007','M1823072687','28007','es_transportation',5.1,0
122,'C522845009','5','F','28007','M348934600','28007','es_transportation',35.51,0
122,'C965801920','3','F','28007','M348934600','28007','es_transportation',73,0
122,'C1076053396','4','M','28007','M1823072687','28007','es_transportation',6.46,0
122,'C182918114','5','F','28007','M1823072687','28007','es_transportation',27.64,0
122,'C169274898','3','F','28007','M1823072687','28007','es_transportation',60.88,0
122,'C819388154','6','M','28007','M78078399','28007','es_wellnessandbeauty',94.26,0
122,'C1869939691','4','F','28007','M1823072687','28007','es_transportation',50.87,0
122,'C1273110804','4','M','28007','M1823072687','28007','es_transportation',18.82,0
122,'C1690594556','4','F','28007','M1823072687','28007','es_transportation',23.12,0
122,'C811638781','2','F','28007','M1823072687','28007','es_transportation',37.05,0
122,'C245019752','2','F','28007','M348934600','28007','es_transportation',17.47,0
122,'C878904462','2','F','28007','M85975013','28007','es_food',12.52,0
122,'C78938440','3','M','28007','M1823072687','28007','es_transportation',21.02,0
122,'C1156885344','4','M','28007','M1823072687','28007','es_transportation',18.27,0
122,'C1376617526','3','F','28007','M348934600','28007','es_transportation',5.15,0
122,'C970538683','2','M','28007','M1823072687','28007','es_transportation',24.63,0
122,'C291671443','2','M','28007','M1823072687','28007','es_transportation',44.36,0
122,'C1639665156','3','M','28007','M1823072687','28007','es_transportation',27.93,0
122,'C312072263','4','F','28007','M348934600','28007','es_transportation',32.96,0
122,'C285984841','3','M','28007','M1823072687','28007','es_transportation',19.71,0
122,'C1981764666','4','F','28007','M1823072687','28007','es_transportation',15.68,0
122,'C1825783439','3','F','28007','M1823072687','28007','es_transportation',30.38,0
122,'C968819483','3','F','28007','M348934600','28007','es_transportation',14.46,0
122,'C2141677873','1','M','28007','M348934600','28007','es_transportation',10.65,0
122,'C563092648','6','F','28007','M1823072687','28007','es_transportation',26.69,0
122,'C1512353179','3','F','28007','M1823072687','28007','es_transportation',35.7,0
122,'C1994736634','4','F','28007','M1823072687','28007','es_transportation',22.82,0
122,'C635603510','2','M','28007','M348934600','28007','es_transportation',55.48,0
122,'C1471216995','3','F','28007','M1823072687','28007','es_transportation',12.38,0
122,'C131559770','6','F','28007','M348934600','28007','es_transportation',40.04,0
122,'C1787537369','2','M','28007','M1823072687','28007','es_transportation',23.6,0
122,'C261768480','4','F','28007','M1823072687','28007','es_transportation',32.49,0
122,'C432449092','5','M','28007','M1823072687','28007','es_transportation',25.79,0
122,'C319933645','3','F','28007','M1823072687','28007','es_transportation',18.14,0
122,'C880299982','3','M','28007','M1823072687','28007','es_transportation',36.32,0
122,'C1821035128','4','M','28007','M1823072687','28007','es_transportation',15.09,0
122,'C630302845','3','F','28007','M348934600','28007','es_transportation',65.98,0
122,'C1592390864','4','F','28007','M348934600','28007','es_transportation',68.12,0
122,'C1020192133','3','M','28007','M1913465890','28007','es_health',206.18,0
122,'C1249070059','2','M','28007','M348934600','28007','es_transportation',3.66,0
122,'C358037591','3','M','28007','M1823072687','28007','es_transportation',7.3,0
122,'C2066736149','6','M','28007','M1823072687','28007','es_transportation',1.77,0
122,'C87697988','6','F','28007','M1823072687','28007','es_transportation',50.02,0
122,'C1814746822','1','M','28007','M1823072687','28007','es_transportation',9.02,0
122,'C1414374774','5','M','28007','M1823072687','28007','es_transportation',51.91,0
122,'C1089848865','3','F','28007','M1823072687','28007','es_transportation',32.39,0
122,'C830053540','3','F','28007','M348934600','28007','es_transportation',18.08,0
122,'C1747513604','6','M','28007','M1823072687','28007','es_transportation',62.21,0
122,'C859628493','3','F','28007','M348934600','28007','es_transportation',1.3,0
122,'C1292140369','4','F','28007','M348934600','28007','es_transportation',42.91,0
122,'C389281305','1','F','28007','M1823072687','28007','es_transportation',19.93,0
122,'C118836015','1','F','28007','M1823072687','28007','es_transportation',27.04,0
122,'C277720476','4','M','28007','M348934600','28007','es_transportation',7.03,0
122,'C1098012335','3','M','28007','M1823072687','28007','es_transportation',8.6,0
122,'C842993265','2','F','28007','M1823072687','28007','es_transportation',35.47,0
122,'C499129070','3','M','28007','M1823072687','28007','es_transportation',10.2,0
122,'C1714676783','3','M','28007','M85975013','28007','es_food',12.96,0
122,'C1086957388','3','M','28007','M1823072687','28007','es_transportation',18.63,0
122,'C1412753123','3','F','28007','M1823072687','28007','es_transportation',25.19,0
122,'C166353588','2','F','28007','M348934600','28007','es_transportation',0.61,0
122,'C1263267362','5','F','28007','M1823072687','28007','es_transportation',18.17,0
122,'C1887473486','2','F','28007','M1823072687','28007','es_transportation',43.94,0
122,'C1975714155','5','F','28007','M1823072687','28007','es_transportation',5.47,0
122,'C1018388493','2','M','28007','M1823072687','28007','es_transportation',34.73,0
122,'C1486017704','3','F','28007','M348934600','28007','es_transportation',12.65,0
122,'C1237272991','2','F','28007','M1823072687','28007','es_transportation',22.25,0
122,'C734817849','2','M','28007','M348934600','28007','es_transportation',3.45,0
122,'C1249817283','2','M','28007','M85975013','28007','es_food',62.27,0
122,'C855082400','2','M','28007','M1823072687','28007','es_transportation',12.96,0
122,'C1790426542','3','M','28007','M1823072687','28007','es_transportation',2.1,0
122,'C766494418','2','M','28007','M1913465890','28007','es_health',155.32,0
122,'C2038018161','2','M','28007','M348934600','28007','es_transportation',8.29,0
122,'C743791359','3','F','28007','M1823072687','28007','es_transportation',58.12,0
122,'C2096367617','2','M','28007','M980657600','28007','es_sportsandtoys',322.72,1
122,'C1862556322','3','F','28007','M1823072687','28007','es_transportation',14.62,0
122,'C1117403153','5','F','28007','M348934600','28007','es_transportation',24.45,0
122,'C1034685704','2','F','28007','M348934600','28007','es_transportation',10.74,0
122,'C2000956624','4','M','28007','M1823072687','28007','es_transportation',71.1,0
122,'C892943299','3','F','28007','M85975013','28007','es_food',27.37,0
122,'C1372889664','5','F','28007','M85975013','28007','es_food',12.19,0
122,'C1031698099','0','M','28007','M1823072687','28007','es_transportation',49.87,0
122,'C579648989','3','F','28007','M1823072687','28007','es_transportation',0.87,0
122,'C86466018','2','M','28007','M1823072687','28007','es_transportation',8.9,0
122,'C382004679','3','M','28007','M348934600','28007','es_transportation',9.21,0
122,'C139784508','2','M','28007','M1823072687','28007','es_transportation',2.43,0
122,'C1362863442','2','F','28007','M348934600','28007','es_transportation',22.85,0
122,'C198230909','4','F','28007','M1823072687','28007','es_transportation',1.82,0
122,'C1529774854','2','F','28007','M1823072687','28007','es_transportation',42.87,0
122,'C1415453492','2','F','28007','M1823072687','28007','es_transportation',20.72,0
122,'C995235283','3','F','28007','M348934600','28007','es_transportation',17.32,0
123,'C1899001756','2','M','28007','M348934600','28007','es_transportation',46.44,0
123,'C801797246','2','F','28007','M85975013','28007','es_food',86.17,0
123,'C425397379','2','F','28007','M348934600','28007','es_transportation',25.78,0
123,'C1951890364','3','F','28007','M1823072687','28007','es_transportation',22.36,0
123,'C2035771335','2','F','28007','M1823072687','28007','es_transportation',51.8,0
123,'C1539370210','3','M','28007','M1823072687','28007','es_transportation',31.06,0
123,'C319933645','3','F','28007','M1823072687','28007','es_transportation',29.15,0
123,'C927766810','3','F','28007','M1823072687','28007','es_transportation',26.39,0
123,'C810569063','2','F','28007','M1913465890','28007','es_health',96.57,0
123,'C1452354279','3','M','28007','M1823072687','28007','es_transportation',60.33,0
123,'C1039035065','5','F','28007','M1823072687','28007','es_transportation',34.14,0
123,'C205797331','4','F','28007','M151143676','28007','es_barsandrestaurants',80.91,0
123,'C1637529334','2','M','28007','M1823072687','28007','es_transportation',14.23,0
123,'C467035555','2','F','28007','M348934600','28007','es_transportation',37.46,0
123,'C1690594556','4','F','28007','M1823072687','28007','es_transportation',29.43,0
123,'C585299069','3','F','28007','M1823072687','28007','es_transportation',2.45,0
123,'C1253760419','2','F','28007','M1823072687','28007','es_transportation',33.51,0
123,'C442850319','1','M','28007','M1823072687','28007','es_transportation',14.07,0
123,'C448362974','1','M','28007','M1823072687','28007','es_transportation',23.64,0
123,'C32640811','3','M','28007','M348934600','28007','es_transportation',30.41,0
123,'C2132909556','2','M','28007','M348934600','28007','es_transportation',36.56,0
123,'C1645168081','3','F','28007','M348934600','28007','es_transportation',47.07,0
123,'C1515184734','1','F','28007','M692898500','28007','es_health',33.09,0
123,'C450949430','5','F','28007','M1823072687','28007','es_transportation',9.98,0
123,'C1718318682','1','F','28007','M1823072687','28007','es_transportation',36.32,0
123,'C1817318774','2','F','28007','M980657600','28007','es_sportsandtoys',675.54,1
123,'C1952937534','4','F','28007','M1823072687','28007','es_transportation',37.27,0
123,'C509362814','3','M','28007','M1823072687','28007','es_transportation',17.02,0
123,'C1729635847','5','F','28007','M1823072687','28007','es_transportation',46.31,0
123,'C755000520','2','F','28007','M1823072687','28007','es_transportation',10.16,0
123,'C323852731','2','F','28007','M348934600','28007','es_transportation',9.72,0
123,'C2100825064','2','F','28007','M1823072687','28007','es_transportation',4.92,0
123,'C1825783439','3','F','28007','M85975013','28007','es_food',21,0
123,'C416536713','2','F','28007','M1823072687','28007','es_transportation',1.39,0
123,'C1861455727','2','F','28007','M1842530320','28007','es_tech',13.97,0
123,'C961738915','2','M','28007','M1053599405','28007','es_health',159.6,0
123,'C1720679886','2','F','28007','M1823072687','28007','es_transportation',5.36,0
123,'C563130428','3','M','28007','M1823072687','28007','es_transportation',49.54,0
123,'C353985741','2','M','28007','M1823072687','28007','es_transportation',26.05,0
123,'C1920284556','2','F','28007','M1823072687','28007','es_transportation',30.76,0
123,'C830856919','6','M','28007','M1823072687','28007','es_transportation',9.05,0
123,'C2027325203','5','F','28007','M348934600','28007','es_transportation',17.42,0
123,'C1186953291','4','M','28007','M1823072687','28007','es_transportation',34.69,0
123,'C1283534588','3','M','28007','M1823072687','28007','es_transportation',3.28,0
123,'C1344489848','4','F','28007','M348934600','28007','es_transportation',7.33,0
123,'C1741037105','1','F','28007','M855959430','28007','es_hyper',4.43,0
123,'C1975714155','5','F','28007','M1823072687','28007','es_transportation',1.53,0
123,'C480961011','3','M','28007','M1823072687','28007','es_transportation',39.14,0
123,'C1337923906','3','F','28007','M1823072687','28007','es_transportation',17.82,0
123,'C1174735331','3','F','28007','M348934600','28007','es_transportation',25.96,0
123,'C337291476','5','M','28007','M1823072687','28007','es_transportation',9.52,0
123,'C1686676187','1','F','28007','M1823072687','28007','es_transportation',18.39,0
123,'C116665031','2','F','28007','M85975013','28007','es_food',21.78,0
123,'C1369559766','3','M','28007','M1198415165','28007','es_wellnessandbeauty',118.63,0
123,'C1267749701','2','F','28007','M1823072687','28007','es_transportation',37.99,0
123,'C44857022','4','F','28007','M1053599405','28007','es_health',148.38,0
123,'C1993791093','5','M','28007','M348934600','28007','es_transportation',40.41,0
123,'C1554037473','4','F','28007','M1823072687','28007','es_transportation',10.27,0
123,'C260927654','4','F','28007','M1823072687','28007','es_transportation',5.46,0
123,'C1517749848','2','F','28007','M1823072687','28007','es_transportation',5.37,0
123,'C878904462','2','F','28007','M349281107','28007','es_fashion',4.71,0
123,'C1426420214','1','M','28007','M1823072687','28007','es_transportation',37.42,0
123,'C1903765775','3','M','28007','M1823072687','28007','es_transportation',40.72,0
123,'C2120296918','4','F','28007','M85975013','28007','es_food',1.19,0
123,'C1104967901','4','F','28007','M85975013','28007','es_food',5.09,0
123,'C1680323951','2','F','28007','M1823072687','28007','es_transportation',22.25,0
123,'C1163804561','5','F','28007','M348934600','28007','es_transportation',37.41,0
123,'C949319027','2','M','28007','M1823072687','28007','es_transportation',31.11,0
123,'C1882290962','2','F','28007','M1823072687','28007','es_transportation',12.36,0
123,'C1233802034','3','F','28007','M1823072687','28007','es_transportation',38.52,0
123,'C1906711479','4','F','28007','M1823072687','28007','es_transportation',28.57,0
123,'C278676105','3','F','28007','M1823072687','28007','es_transportation',17.54,0
123,'C64700533','3','F','28007','M1823072687','28007','es_transportation',17.37,0
123,'C1651034737','3','M','28007','M1823072687','28007','es_transportation',24.57,0
123,'C155920620','2','M','28007','M348934600','28007','es_transportation',39.42,0
123,'C1512732275','3','F','28007','M1823072687','28007','es_transportation',48.55,0
123,'C2136553361','2','F','28007','M1823072687','28007','es_transportation',38.05,0
123,'C779868884','1','M','28007','M1823072687','28007','es_transportation',26.7,0
123,'C220694569','3','M','28007','M348934600','28007','es_transportation',11.79,0
123,'C1141582476','2','F','28007','M1823072687','28007','es_transportation',28.83,0
123,'C99729647','3','M','28007','M348934600','28007','es_transportation',38.75,0
123,'C1225704566','2','F','28007','M1649169323','28007','es_sportsandtoys',49.3,0
123,'C1597422235','3','F','28007','M1823072687','28007','es_transportation',34.56,0
123,'C1513653440','4','M','28007','M1823072687','28007','es_transportation',59.7,0
123,'C138375181','5','F','28007','M1053599405','28007','es_health',174.85,0
123,'C1312615175','4','F','28007','M85975013','28007','es_food',17.33,0
123,'C2073207955','3','M','28007','M348934600','28007','es_transportation',16.62,0
123,'C1885091211','3','F','28007','M1823072687','28007','es_transportation',17.47,0
123,'C1095821033','4','F','28007','M1823072687','28007','es_transportation',8.91,0
123,'C295271306','6','F','28007','M1823072687','28007','es_transportation',0.29,0
123,'C607532274','5','F','28007','M1823072687','28007','es_transportation',11.19,0
123,'C41461366','3','F','28007','M1823072687','28007','es_transportation',64.16,0
123,'C1486069778','4','F','28007','M1823072687','28007','es_transportation',13.75,0
123,'C1744280753','2','M','28007','M348934600','28007','es_transportation',16.81,0
123,'C1137292670','5','F','28007','M1823072687','28007','es_transportation',4.28,0
123,'C1788358708','2','F','28007','M1823072687','28007','es_transportation',4.27,0
123,'C2055186059','3','F','28007','M85975013','28007','es_food',26.01,0
123,'C1364381627','3','M','28007','M1053599405','28007','es_health',195.74,0
